Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco,Season,Age,Squad,Country,Comp,LgRank,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Sh,Pass,Clr,Err,Matches,PassLive,PassDead,TO,Fld,Def,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,KP,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off
G. Scalvini,2023-2024,Atalanta,it ITA,1. Serie A,45.0,29.0,25.0,16.0,4.0,17.0,29.0,"58,6",12.0,41.0,15.0,26.0,45.0,90.0,56.0,0.0,Partite,33.0,"1,54",27.0,0.0,0.0,0.0,1.0,8.0,"0,37",7.0,0.0,0.0,1.0,0.0,0.0,945.0,1173.0,"80,6",15481.0,5954.0,458.0,519.0,"88,2",416.0,483.0,"86,1",54.0,123.0,"43,9",3.0,1.0,1.1,2.0,9.0,68.0,11.0,2.0,83.0,1125.0,42.0,26.0,1.0,6.0,4.0,16.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Zappa,2022-2023,Cagliari,it ITA,2. Serie B,51.0,37.0,23.0,24.0,4.0,31.0,57.0,"54,4",26.0,23.0,8.0,15.0,33.0,84.0,57.0,0.0,Partite,69.0,"2,65",56.0,7.0,2.0,2.0,2.0,3.0,"0,12",1.0,1.0,0.0,0.0,0.0,1.0,1264.0,1626.0,"77,7",20789.0,9246.0,616.0,687.0,"89,7",512.0,624.0,"82,1",101.0,211.0,"47,9",1.0,2.0,2.4,-1.0,22.0,127.0,31.0,18.0,149.0,1328.0,293.0,35.0,2.0,8.0,96.0,258.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Zappa,2023-2024,Cagliari,it ITA,1. Serie A,34.0,21.0,18.0,11.0,5.0,22.0,32.0,"68,8",10.0,17.0,2.0,15.0,17.0,51.0,54.0,1.0,Partite,48.0,"2,35",37.0,2.0,0.0,2.0,2.0,4.0,"0,20",1.0,1.0,0.0,1.0,1.0,0.0,753.0,1022.0,"73,7",12853.0,6100.0,374.0,431.0,"86,8",289.0,370.0,"78,1",74.0,162.0,"45,7",1.0,1.3,1.5,-0.3,18.0,63.0,19.0,14.0,73.0,838.0,181.0,26.0,0.0,5.0,50.0,155.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Hateboer,2022-2023,Atalanta,it ITA,1. Serie A,21.0,13.0,11.0,8.0,2.0,11.0,27.0,"40,7",16.0,23.0,4.0,19.0,12.0,33.0,25.0,0.0,Partite,22.0,"1,42",19.0,1.0,1.0,0.0,0.0,1.0,"0,06",1.0,0.0,0.0,0.0,0.0,0.0,560.0,702.0,"79,8",8088.0,2850.0,339.0,376.0,"90,2",173.0,223.0,"77,6",31.0,60.0,"51,7",1.0,1.5,1.4,-0.5,13.0,28.0,16.0,7.0,55.0,571.0,129.0,3.0,2.0,1.0,23.0,126.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Hateboer,2023-2024,Atalanta,it ITA,1. Serie A,6.0,3.0,4.0,1.0,1.0,2.0,5.0,"40,0",3.0,11.0,2.0,9.0,2.0,8.0,11.0,0.0,Partite,19.0,"3,00",16.0,0.0,1.0,0.0,1.0,2.0,"0,32",2.0,0.0,0.0,0.0,0.0,0.0,253.0,311.0,"81,4",4156.0,1334.0,135.0,148.0,"91,2",90.0,112.0,"80,4",21.0,30.0,"70,0",1.0,1.2,0.7,-0.2,14.0,13.0,11.0,9.0,24.0,259.0,51.0,3.0,0.0,1.0,20.0,48.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Kamara,2022-2023,Watford,eng ENG,2. Championship,82.0,60.0,52.0,21.0,9.0,39.0,48.0,"81,3",9.0,38.0,6.0,32.0,60.0,142.0,77.0,0.0,Partite,54.0,"1,86",46.0,1.0,3.0,1.0,2.0,3.0,"0,10",3.0,0.0,0.0,0.0,0.0,0.0,1310.0,1743.0,"75,2",21146.0,8178.0,664.0,769.0,"86,3",524.0,669.0,"78,3",94.0,204.0,"46,1",2.0,3.6,3.2,-1.6,26.0,100.0,27.0,15.0,132.0,1405.0,331.0,32.0,1.0,8.0,101.0,299.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Kamara,2023-2024,Udinese,it ITA,1. Serie A,27.0,19.0,18.0,5.0,4.0,15.0,23.0,"65,2",8.0,20.0,2.0,18.0,17.0,44.0,35.0,0.0,Partite,34.0,"2,28",27.0,2.0,2.0,1.0,1.0,1.0,"0,07",1.0,0.0,0.0,0.0,0.0,0.0,382.0,520.0,"73,5",6283.0,2598.0,186.0,213.0,"87,3",152.0,204.0,"74,5",32.0,64.0,"50,0",0.0,1.3,1.3,-1.3,15.0,24.0,19.0,13.0,50.0,436.0,82.0,3.0,0.0,3.0,46.0,78.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Theo,2022-2023,Milan,it ITA,1. Serie A,43.0,24.0,27.0,15.0,1.0,22.0,38.0,"57,9",16.0,34.0,7.0,27.0,21.0,64.0,35.0,1.0,Partite,87.0,"2,82",51.0,17.0,3.0,8.0,1.0,8.0,"0,26",5.0,2.0,1.0,0.0,0.0,0.0,1391.0,1751.0,"79,4",23094.0,7593.0,686.0,765.0,"89,7",554.0,672.0,"82,4",112.0,203.0,"55,2",3.0,3.3,2.9,-0.3,37.0,90.0,36.0,12.0,128.0,1403.0,344.0,50.0,1.0,24.0,92.0,272.0,22.0,2.0,18.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Theo,2023-2024,Milan,it ITA,1. Serie A,25.0,12.0,17.0,8.0,0.0,9.0,19.0,"47,4",10.0,28.0,13.0,15.0,15.0,40.0,36.0,1.0,Partite,89.0,"3,73",68.0,5.0,4.0,4.0,1.0,9.0,"0,38",7.0,0.0,0.0,1.0,1.0,0.0,1322.0,1540.0,"85,8",20291.0,7003.0,718.0,766.0,"93,7",491.0,544.0,"90,3",72.0,141.0,"51,1",3.0,3.5,3.3,-0.5,36.0,86.0,29.0,9.0,123.0,1347.0,190.0,60.0,4.0,11.0,56.0,106.0,16.0,4.0,7.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor,2022-2023,Real Sociedad,es ESP,1. La Liga,35.0,18.0,28.0,7.0,0.0,25.0,35.0,"71,4",10.0,23.0,17.0,6.0,21.0,56.0,93.0,0.0,Partite,11.0,"0,39",9.0,1.0,0.0,0.0,1.0,2.0,"0,07",2.0,0.0,0.0,0.0,0.0,0.0,1329.0,1557.0,"85,4",26531.0,9705.0,422.0,474.0,"89,0",753.0,824.0,"91,4",149.0,231.0,"64,5",1.0,0.4,0.6,0.6,3.0,79.0,8.0,1.0,128.0,1490.0,62.0,44.0,1.0,12.0,3.0,18.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor,2023-2024,Real Sociedad,es ESP,1. La Liga,28.0,21.0,20.0,7.0,1.0,17.0,23.0,"73,9",6.0,24.0,16.0,8.0,27.0,55.0,87.0,2.0,Partite,16.0,"0,69",15.0,0.0,0.0,0.0,0.0,3.0,"0,13",3.0,0.0,0.0,0.0,0.0,0.0,1195.0,1425.0,"83,9",24466.0,7744.0,320.0,373.0,"85,8",734.0,798.0,"92,0",136.0,223.0,"61,0",2.0,1.1,0.8,0.9,9.0,85.0,4.0,0.0,116.0,1380.0,38.0,37.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Hien,2022-2023,Hellas Verona,it ITA,1. Serie A,73.0,36.0,54.0,19.0,0.0,38.0,61.0,"62,3",23.0,40.0,17.0,23.0,31.0,104.0,92.0,1.0,Partite,18.0,"0,62",15.0,1.0,0.0,0.0,2.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,775.0,1031.0,"75,2",16071.0,6179.0,206.0,269.0,"76,6",449.0,532.0,"84,4",108.0,183.0,"59,0",0.0,0.1,0.2,-0.1,2.0,41.0,3.0,1.0,54.0,979.0,49.0,26.0,0.0,5.0,1.0,23.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Hien,2023-2024,Hellas Verona,it ITA,1. Serie A,17.0,10.0,10.0,7.0,0.0,10.0,19.0,"52,6",9.0,12.0,5.0,7.0,7.0,24.0,33.0,1.0,Partite,3.0,"0,31",3.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,324.0,394.0,"82,2",6945.0,2807.0,83.0,103.0,"80,6",192.0,210.0,"91,4",47.0,69.0,"68,1",0.0,0.0,0.1,0.0,0.0,21.0,0.0,0.0,26.0,381.0,13.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joao Moutinho,2022-2023,Wolves,eng ENG,1. Premier League,51.0,30.0,24.0,21.0,6.0,19.0,46.0,"41,3",27.0,22.0,6.0,16.0,18.0,69.0,20.0,0.0,Partite,66.0,"3,34",49.0,14.0,0.0,1.0,0.0,3.0,"0,15",3.0,0.0,0.0,0.0,0.0,0.0,850.0,1057.0,"80,4",15648.0,4124.0,323.0,362.0,"89,2",412.0,480.0,"85,8",91.0,147.0,"61,9",2.0,2.6,1.9,-0.6,36.0,105.0,23.0,4.0,132.0,936.0,116.0,55.0,7.0,6.0,59.0,3.0,34.0,10.0,15.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joao Moutinho,2023-2024,Braga,pt POR,1. Primeira Liga,32.0,16.0,9.0,22.0,1.0,16.0,36.0,"44,4",20.0,18.0,4.0,14.0,22.0,54.0,12.0,1.0,Partite,55.0,"4,05",41.0,11.0,0.0,3.0,0.0,3.0,"0,22",3.0,0.0,0.0,0.0,0.0,0.0,979.0,1128.0,"86,8",17508.0,5414.0,420.0,452.0,"92,9",432.0,478.0,"90,4",104.0,142.0,"73,2",0.0,1.2,1.5,-1.2,23.0,122.0,13.0,1.0,123.0,1059.0,63.0,45.0,7.0,2.0,30.0,1.0,16.0,8.0,5.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Abankwah,2022-2023,Udinese,it ITA,1. Serie A,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,2.0,2.0,0.0,1.0,5.0,0.0,Partite,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,"79,3",375.0,79.0,14.0,15.0,"93,3",6.0,8.0,"75,0",2.0,5.0,"40,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Abankwah,2023-2024,Charlton Ath,eng ENG,3. League One,,2.0,,,,,,,,,,,1.0,,,,Partite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Bijol,2022-2023,Udinese,it ITA,1. Serie A,39.0,23.0,32.0,7.0,0.0,16.0,27.0,"59,3",11.0,41.0,25.0,16.0,29.0,68.0,165.0,0.0,Partite,21.0,"0,69",17.0,0.0,0.0,0.0,0.0,3.0,"0,10",3.0,0.0,0.0,0.0,0.0,0.0,1170.0,1381.0,"84,7",24657.0,10028.0,322.0,367.0,"87,7",681.0,730.0,"93,3",155.0,253.0,"61,3",2.0,1.6,1.7,0.4,9.0,54.0,5.0,1.0,66.0,1341.0,35.0,28.0,4.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Bijol,2023-2024,Udinese,it ITA,1. Serie A,26.0,16.0,22.0,4.0,0.0,13.0,23.0,"56,5",10.0,17.0,11.0,6.0,14.0,40.0,68.0,1.0,Partite,3.0,"0,23",3.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,426.0,531.0,"80,2",8706.0,4070.0,136.0,158.0,"86,1",221.0,254.0,"87,0",63.0,103.0,"61,2",0.0,0.2,0.3,-0.2,2.0,28.0,2.0,0.0,35.0,509.0,20.0,16.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Boateng,2022-2023,Lyon,fr FRA,1. Ligue 1,3.0,0.0,2.0,1.0,0.0,2.0,6.0,"33,3",4.0,8.0,5.0,3.0,6.0,9.0,16.0,0.0,Partite,2.0,"0,42",2.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,179.0,223.0,"80,3",3852.0,1320.0,44.0,52.0,"84,6",111.0,126.0,"88,1",21.0,39.0,"53,8",0.0,0.2,0.2,-0.2,1.0,7.0,2.0,0.0,6.0,217.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Boateng,2023-2024,Salernitana,it ITA,1. Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,1.0,2.0,2.0,17.0,0.0,Partite,3.0,"1,58",2.0,0.0,0.0,0.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,78.0,92.0,"84,8",1727.0,575.0,18.0,21.0,"85,7",48.0,49.0,"98,0",12.0,21.0,"57,1",0.0,0.1,0.1,-0.1,1.0,7.0,1.0,0.0,5.0,90.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Cabal,2022-2023,Hellas Verona,it ITA,1. Serie A,10.0,6.0,7.0,3.0,0.0,7.0,12.0,"58,3",5.0,8.0,5.0,3.0,13.0,23.0,12.0,0.0,Partite,8.0,"1,62",7.0,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,166.0,223.0,"74,4",3165.0,1118.0,63.0,73.0,"86,3",79.0,91.0,"86,8",20.0,46.0,"43,5",0.0,0.3,0.1,-0.3,2.0,15.0,3.0,2.0,17.0,209.0,14.0,7.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Cabal,2023-2024,Hellas Verona,it ITA,1. Serie A,15.0,9.0,9.0,5.0,1.0,9.0,12.0,"75,0",3.0,13.0,3.0,10.0,5.0,20.0,20.0,1.0,Partite,18.0,"2,76",14.0,2.0,1.0,0.0,1.0,1.0,"0,15",1.0,0.0,0.0,0.0,0.0,0.0,253.0,345.0,"73,3",4543.0,1845.0,109.0,127.0,"85,8",111.0,137.0,"81,0",26.0,56.0,"46,4",0.0,0.2,0.3,-0.2,6.0,34.0,6.0,4.0,40.0,279.0,66.0,4.0,0.0,4.0,17.0,62.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Cuadrado,2022-2023,Juventus,it ITA,1. Serie A,50.0,34.0,34.0,13.0,3.0,27.0,65.0,"41,5",38.0,15.0,2.0,13.0,24.0,74.0,32.0,0.0,Partite,78.0,"3,38",43.0,20.0,5.0,7.0,0.0,6.0,"0,26",2.0,2.0,0.0,0.0,2.0,0.0,1113.0,1323.0,"84,1",21481.0,5507.0,468.0,520.0,"90,0",460.0,526.0,"87,5",170.0,231.0,"73,6",3.0,2.7,2.3,0.3,42.0,62.0,24.0,10.0,92.0,1126.0,193.0,29.0,0.0,28.0,83.0,128.0,36.0,12.0,21.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Cuadrado,2023-2024,Inter,it ITA,1. Serie A,3.0,3.0,1.0,2.0,0.0,2.0,3.0,"66,7",1.0,5.0,1.0,4.0,0.0,3.0,1.0,0.0,Partite,8.0,"4,62",6.0,1.0,0.0,0.0,0.0,2.0,"1,15",2.0,0.0,0.0,0.0,0.0,0.0,89.0,107.0,"83,2",1622.0,381.0,42.0,44.0,"95,5",31.0,41.0,"75,6",12.0,17.0,"70,6",2.0,1.3,0.7,0.7,6.0,5.0,4.0,2.0,6.0,94.0,13.0,3.0,0.0,4.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Doig,2022-2023,Hellas Verona,it ITA,1. Serie A,19.0,8.0,6.0,7.0,6.0,6.0,16.0,"37,5",10.0,25.0,6.0,19.0,11.0,30.0,13.0,1.0,Partite,35.0,"2,32",23.0,6.0,3.0,2.0,0.0,7.0,"0,46",5.0,0.0,1.0,0.0,1.0,0.0,360.0,534.0,"67,4",6111.0,2875.0,181.0,220.0,"82,3",141.0,207.0,"68,1",32.0,70.0,"45,7",3.0,1.2,1.3,1.8,12.0,28.0,12.0,8.0,27.0,412.0,119.0,1.0,0.0,0.0,46.0,116.0,2.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Doig,2023-2024,Hellas Verona,it ITA,1. Serie A,16.0,9.0,9.0,7.0,0.0,13.0,17.0,"76,5",4.0,12.0,3.0,9.0,4.0,20.0,17.0,1.0,Partite,9.0,"0,98",9.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,251.0,338.0,"74,3",4528.0,1565.0,103.0,123.0,"83,7",119.0,143.0,"83,2",24.0,50.0,"48,0",0.0,0.3,0.4,-0.3,5.0,15.0,5.0,4.0,15.0,261.0,74.0,4.0,0.0,1.0,30.0,70.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Hendry,2022-2023,Club Brugge,be BEL,1. Pro League A,6.0,3.0,4.0,2.0,0.0,4.0,6.0,"66,7",2.0,5.0,4.0,1.0,5.0,11.0,11.0,0.0,Partite,4.0,"0,94",0.0,1.0,0.0,0.0,0.0,1.0,"0,23",0.0,0.0,0.0,1.0,0.0,0.0,169.0,199.0,"84,9",3454.0,1338.0,49.0,54.0,"90,7",97.0,111.0,"87,4",20.0,28.0,"71,4",1.0,0.1,0.0,0.9,1.0,7.0,0.0,0.0,9.0,189.0,10.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Hendry,2023-2024,Al-Ettifaq,sa KSA,1. Pro League,,6.0,,,,,,,,,,,16.0,,,,Partite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Jesus,2022-2023,Napoli,it ITA,1. Serie A,16.0,11.0,9.0,6.0,1.0,9.0,12.0,"75,0",3.0,18.0,11.0,7.0,10.0,26.0,29.0,0.0,Partite,13.0,"1,25",10.0,0.0,0.0,0.0,1.0,1.0,"0,10",1.0,0.0,0.0,0.0,0.0,0.0,669.0,742.0,"90,2",12151.0,4256.0,252.0,265.0,"95,1",356.0,387.0,"92,0",50.0,67.0,"74,6",0.0,0.1,0.3,-0.1,2.0,45.0,1.0,0.0,55.0,703.0,38.0,30.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Jesus,2023-2024,Napoli,it ITA,1. Serie A,24.0,11.0,18.0,5.0,1.0,13.0,18.0,"72,2",5.0,13.0,6.0,7.0,10.0,34.0,49.0,0.0,Partite,5.0,"0,34",4.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,999.0,1104.0,"90,5",18916.0,6052.0,326.0,351.0,"92,9",563.0,600.0,"93,8",96.0,130.0,"73,8",0.0,0.2,0.6,-0.2,3.0,47.0,0.0,0.0,47.0,1053.0,49.0,32.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Lucumi,2022-2023,Genk,be BEL,1. Pro League A,6.0,3.0,3.0,3.0,0.0,4.0,5.0,"80,0",1.0,8.0,5.0,3.0,6.0,12.0,6.0,0.0,Partite,1.0,"0,33",1.0,0.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,153.0,168.0,"91,1",3188.0,1247.0,45.0,48.0,"93,8",86.0,92.0,"93,5",21.0,26.0,"80,8",0.0,0.0,0.1,0.0,0.0,11.0,2.0,0.0,15.0,157.0,11.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Lucumi,2023-2024,Bologna,it ITA,1. Serie A,34.0,22.0,22.0,12.0,0.0,22.0,27.0,"81,5",5.0,15.0,7.0,8.0,4.0,38.0,40.0,0.0,Partite,9.0,"0,68",8.0,0.0,0.0,0.0,0.0,1.0,"0,08",0.0,0.0,0.0,1.0,0.0,0.0,920.0,992.0,"92,7",16660.0,5250.0,364.0,383.0,"95,0",457.0,474.0,"96,4",84.0,108.0,"77,8",0.0,0.3,0.2,-0.3,3.0,54.0,2.0,0.0,50.0,944.0,48.0,26.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Maehle,2022-2023,Atalanta,it ITA,1. Serie A,32.0,18.0,12.0,7.0,13.0,22.0,39.0,"56,4",17.0,29.0,6.0,23.0,24.0,56.0,26.0,0.0,Partite,81.0,"3,30",68.0,4.0,4.0,2.0,2.0,6.0,"0,24",4.0,1.0,1.0,0.0,0.0,0.0,1188.0,1455.0,"81,6",16528.0,5309.0,737.0,818.0,"90,1",358.0,439.0,"81,5",45.0,84.0,"53,6",3.0,2.9,2.9,0.1,37.0,71.0,46.0,10.0,137.0,1211.0,239.0,7.0,1.0,2.0,38.0,231.0,1.0,0.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Maehle,2023-2024,Wolfsburg,de GER,1. Bundesliga,48.0,31.0,26.0,15.0,7.0,32.0,48.0,"66,7",16.0,32.0,4.0,28.0,22.0,70.0,55.0,0.0,Partite,50.0,"2,33",41.0,0.0,6.0,1.0,1.0,8.0,"0,37",6.0,0.0,1.0,1.0,0.0,0.0,975.0,1222.0,"79,8",14918.0,5228.0,534.0,590.0,"90,5",363.0,444.0,"81,8",48.0,101.0,"47,5",3.0,2.3,4.4,0.7,18.0,68.0,19.0,6.0,88.0,987.0,229.0,22.0,0.0,5.0,42.0,207.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Murillo,2022-2023,Atlético,mx MEX,1. Liga MX,31.0,16.0,15.0,13.0,3.0,14.0,25.0,"56,0",11.0,18.0,1.0,17.0,10.0,41.0,14.0,0.0,Partite,47.0,"1,84",37.0,0.0,2.0,5.0,0.0,2.0,"0,08",2.0,0.0,0.0,0.0,0.0,0.0,465.0,629.0,"73,9",7304.0,1454.0,236.0,287.0,"82,2",183.0,242.0,"75,6",28.0,50.0,"56,0",2.0,2.5,2.9,-0.5,22.0,26.0,18.0,3.0,47.0,612.0,16.0,3.0,5.0,3.0,32.0,13.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Murillo,2023-2024,Atlético,mx MEX,1. Liga MX,14.0,9.0,4.0,10.0,0.0,5.0,17.0,"29,4",12.0,10.0,0.0,10.0,6.0,20.0,7.0,0.0,Partite,45.0,"3,07",32.0,1.0,3.0,4.0,0.0,8.0,"0,55",4.0,0.0,0.0,0.0,4.0,0.0,380.0,455.0,"83,5",5910.0,1032.0,200.0,219.0,"91,3",159.0,176.0,"90,3",15.0,27.0,"55,6",2.0,1.6,1.3,0.4,19.0,17.0,6.0,4.0,25.0,445.0,8.0,0.0,4.0,1.0,19.0,8.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
